timestamp,signal_strength,attention,meditation,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
2024-06-27 20:07:51.843,0,75,48,34624,1161,2150,407,2025,1809,935,925
2024-06-27 20:07:52.836,0,78,48,5458,902,415,378,2216,3381,1162,445
2024-06-27 20:07:53.832,0,83,41,2690,1317,210,506,1496,3563,1130,694
2024-06-27 20:07:54.829,0,80,40,2668,4080,1691,447,2057,2994,1964,1225
2024-06-27 20:07:55.832,0,60,24,1781300,214247,11325,9472,8722,8453,6870,3409
2024-06-27 20:07:56.817,0,48,23,1210,5835,219,827,1124,2449,1046,846
2024-06-27 20:07:57.817,0,27,27,258913,13277,1163,2237,1724,2032,460,940
2024-06-27 20:07:58.806,0,10,17,64442,18932,586,803,534,734,442,275
2024-06-27 20:07:59.803,0,34,27,5135,2208,744,1885,1927,3932,1755,443
2024-06-27 20:08:00.797,0,37,29,4214,5889,702,886,1434,4125,959,388
2024-06-27 20:08:01.798,0,37,34,25483,30603,7098,4249,1645,5194,1494,1470
2024-06-27 20:08:02.789,0,57,44,9516,3420,210,2059,1214,4012,1156,780
2024-06-27 20:08:03.786,0,56,37,105323,5109,432,1276,3411,4591,1441,757
2024-06-27 20:08:04.778,0,67,35,1367,1648,118,985,1244,6837,1697,914
2024-06-27 20:08:05.774,0,88,27,2187,1290,288,738,2511,5477,1145,1698
2024-06-27 20:08:06.767,0,90,37,979,692,1752,1638,984,3419,2177,492
2024-06-27 20:08:07.775,0,74,37,367314,224269,19638,21118,20715,17759,5871,4402
2024-06-27 20:08:08.758,0,48,43,212805,6640,1808,578,628,820,636,205
2024-06-27 20:08:09.750,0,41,53,4805,794,551,719,737,1794,828,171
2024-06-27 20:08:10.748,0,16,51,11828,8939,3360,1373,519,361,385,212
2024-06-27 20:08:11.745,0,34,53,10810,5545,611,1244,1674,4856,1309,745
2024-06-27 20:08:12.736,0,54,47,894,1458,391,715,502,5303,1817,470
2024-06-27 20:08:13.739,0,44,57,60254,7394,12565,5957,1973,4902,1872,1239
2024-06-27 20:08:14.728,0,75,43,3901,2138,119,720,1179,5405,799,697
2024-06-27 20:08:15.725,0,70,48,3436,3774,1392,1331,2967,2665,687,889
2024-06-27 20:08:16.722,0,54,53,44201,27857,8043,253,2150,6209,589,1294
2024-06-27 20:08:17.713,0,69,37,863,1202,646,567,1283,3497,1057,730
2024-06-27 20:08:18.707,0,75,38,1065,886,440,696,738,7946,768,1095
2024-06-27 20:08:19.709,0,63,43,59775,41050,20593,2033,2473,5622,1883,545
2024-06-27 20:08:20.699,0,77,50,753,763,1185,1754,693,4088,1090,1180
2024-06-27 20:08:21.694,0,54,54,38886,7125,2196,1235,567,854,487,498
2024-06-27 20:08:22.699,0,21,56,184487,153285,14102,10354,7339,7113,3770,1661
2024-06-27 20:08:23.687,0,37,56,10515,1175,2224,605,1679,2685,1801,1100
2024-06-27 20:08:24.683,0,20,38,29524,20887,1037,393,2280,2231,2182,1246
2024-06-27 20:08:25.678,0,26,38,27710,14940,6255,1235,1680,3610,1129,775
2024-06-27 20:08:26.669,0,51,40,1048,1662,702,509,1399,3909,1058,672
2024-06-27 20:08:27.665,0,48,35,559,3366,715,2114,3927,2368,905,1081
2024-06-27 20:08:28.663,0,60,47,39184,12984,2962,2053,1516,9013,893,904
2024-06-27 20:08:29.660,0,47,38,86756,82258,7980,6226,3528,2834,4475,1074
2024-06-27 20:08:30.652,0,38,41,16192,3765,1592,885,4279,2484,1120,618
2024-06-27 20:08:31.650,0,34,43,237136,5640,2566,1518,2951,2158,1361,1701
2024-06-27 20:08:32.641,0,27,47,6222,4261,1659,936,1909,1664,2411,445
2024-06-27 20:08:33.636,0,48,54,1971,1595,1919,590,2139,2188,1702,494
2024-06-27 20:08:34.628,0,35,50,78774,9300,466,906,515,577,478,191
2024-06-27 20:08:35.625,0,24,44,108809,8915,1705,359,276,690,380,124
2024-06-27 20:08:36.631,0,11,38,829148,210775,19518,12094,14745,8859,7544,4316
2024-06-27 20:08:37.614,0,13,35,565,2389,534,1398,2653,2639,994,963
2024-06-27 20:08:38.611,0,35,41,1299,1676,618,1265,1003,3932,1548,905
2024-06-27 20:08:39.604,0,50,44,656,2330,777,1335,1932,2163,792,712
2024-06-27 20:08:40.603,0,63,56,5914,3851,2114,2586,2171,2471,3058,434
2024-06-27 20:08:41.598,0,38,53,308938,16795,1635,1192,596,233,508,105
2024-06-27 20:08:42.592,0,34,57,2110,857,1794,574,1564,1540,2416,1128
2024-06-27 20:08:43.584,0,38,56,773,679,568,634,1564,1782,1472,1356
2024-06-27 20:08:44.580,0,53,43,652,1311,200,624,1398,4016,2226,450
2024-06-27 20:08:45.577,0,78,57,1504,845,3270,2047,1193,3875,3654,431
2024-06-27 20:08:46.576,0,66,54,78884,45918,17542,1717,2983,5803,2247,196
2024-06-27 20:08:47.568,0,66,43,12228,4833,201,637,1286,5558,1445,1023
2024-06-27 20:08:48.558,0,57,54,239,681,762,781,1348,1114,789,521
2024-06-27 20:08:49.561,0,53,48,170205,13113,3384,3556,714,5430,2164,2318
2024-06-27 20:08:50.550,0,67,44,2906,1796,660,798,816,2948,1139,768
2024-06-27 20:08:51.546,0,74,56,2099,676,1405,589,1449,4695,704,1139
2024-06-27 20:08:52.542,0,54,53,69516,11900,2981,948,320,575,300,438
2024-06-27 20:08:53.540,0,54,54,52042,9125,1778,5219,1890,4434,2161,463
2024-06-27 20:08:54.533,0,60,54,4710,1016,2117,137,801,5185,1623,1250
2024-06-27 20:08:55.530,0,37,56,93979,19169,4887,2539,1640,1391,2413,719
2024-06-27 20:08:56.524,0,56,61,1940,1106,2203,1187,2808,3172,927,1000
2024-06-27 20:08:57.521,0,53,63,111025,10278,7810,1660,3814,3261,846,671
2024-06-27 20:08:58.512,0,29,66,174595,9182,4468,887,387,786,313,146
2024-06-27 20:08:59.515,0,30,78,43238,21828,35014,13127,4342,5888,14302,5127
2024-06-27 20:09:00.513,0,23,83,131889,10269,33192,15439,23244,12885,6531,4484
2024-06-27 20:09:01.509,0,17,69,1434374,368416,25985,15125,18384,24809,9911,7626
2024-06-27 20:09:02.493,0,27,74,5135,5333,5424,2173,902,3578,2136,948
2024-06-27 20:09:03.486,0,47,63,318,1793,2852,607,844,5773,1748,552
2024-06-27 20:09:04.481,0,54,53,515,2032,1082,651,602,2818,2520,524
2024-06-27 20:09:05.476,0,74,66,2262,872,2276,353,1089,2895,760,419
2024-06-27 20:09:06.478,0,61,57,53246,67033,17770,3724,4939,4126,4975,502
2024-06-27 20:09:07.475,0,44,66,226164,20241,19791,11329,7557,4500,1571,862
2024-06-27 20:09:08.466,0,34,77,14312,4522,1847,7627,1812,1843,1358,600
2024-06-27 20:09:09.460,0,29,74,2766,3377,2198,1255,1857,4079,1058,524
2024-06-27 20:09:10.453,0,48,80,415,1350,1723,1093,1114,3114,2871,829
2024-06-27 20:09:11.446,0,47,74,56419,5809,2288,916,391,658,364,139
2024-06-27 20:09:12.443,0,53,63,9059,4232,828,2699,1681,3036,718,911
2024-06-27 20:09:13.436,0,47,61,38318,3269,714,593,434,972,514,284
2024-06-27 20:09:14.435,0,38,66,104692,1992,2384,1080,713,1022,228,286
2024-06-27 20:09:15.428,0,44,66,2776,4996,125,4361,1874,2033,911,956
2024-06-27 20:09:16.424,0,44,69,6342,2957,267,3099,1792,2223,1830,364
2024-06-27 20:09:17.417,0,53,67,2896,2985,485,1286,34,3685,1257,822
2024-06-27 20:09:18.414,0,60,57,1365,2188,1274,475,1522,2461,1390,407
2024-06-27 20:09:19.407,0,75,50,2621,1118,748,363,294,4420,1154,822
2024-06-27 20:09:20.402,0,84,41,1321,1169,34,956,1209,3230,878,1061
2024-06-27 20:09:21.405,0,75,50,165287,23643,6259,15123,1377,7451,1782,867
2024-06-27 20:09:22.394,0,75,44,17953,2844,512,519,1220,2772,1397,900
2024-06-27 20:09:23.394,0,57,53,45377,15421,8920,2476,5136,4494,1373,1698
2024-06-27 20:09:24.381,0,57,51,4422,1611,432,353,574,2834,974,837
2024-06-27 20:09:25.378,0,70,43,801,1494,1463,844,1857,5974,1198,952
2024-06-27 20:09:26.375,0,74,51,2146,1792,1243,1110,1072,3197,825,589
2024-06-27 20:09:27.374,0,74,37,19217,27088,1275,1555,1790,5838,1086,1116
2024-06-27 20:09:28.366,0,64,47,9773,6726,3874,1938,668,3332,2514,1041
2024-06-27 20:09:29.358,0,64,43,814,1013,710,232,711,3143,1430,1791
2024-06-27 20:11:54.759,200,0,0,131903,42722,22905,2074,1897,4375,5270,1602
2024-06-27 20:11:55.755,200,0,0,173002,46750,14571,3871,4279,2190,5739,2255
2024-06-27 20:11:56.756,200,0,0,760325,162243,32789,116096,9480,65903,93091,20141
2024-06-27 20:11:57.744,200,0,0,239628,44960,15995,7587,6703,4936,2736,752
2024-06-27 20:11:58.740,200,0,0,217484,49951,12646,4687,1512,2187,6741,3372
2024-06-27 20:11:59.733,200,0,0,249617,15691,5488,791,1379,3064,3873,2726
2024-06-27 20:12:00.725,200,0,0,151377,7358,4082,1970,332,936,1253,407
2024-06-27 20:12:01.725,200,0,0,165600,43571,15027,9093,4413,3193,5357,2779
